2.4832,3.3335,2.7726,2.6269,2.5865,3.3722,3.4361,3.1853,3.0231,3.7197,3.3545
0.94,1.6205,1.7459,1.759,1.121,3.1505,3.0565,4.0457,4.0242,2.4274,2.9459
3.2267,2.9606,2.8573,2.6861,2.3489,3.8047,4.0998,4.1158,4.0281,3.7563,4.1356
0,0.3056,0,0.0849,0.0564,0.2445,0.2397,0.3994,0.2663,0.1554,0.1746
0.0456,0.0779,0.0696,0.0548,0.0273,0.1382,0.3567,0.1801,0.1708,0.139,0.1638
1.0359,1.6814,1.0914,0.8198,0.6642,1.7589,2.7921,1.7852,1.3306,1.4212,1.8927
0.3691,0.8851,0.5465,0.7453,0.533,0.7708,1.0315,0.8732,0.6751,0.6726,0.8559
0.4089,1.4919,1.0154,0.991,0.6572,1.495,1.144,1.324,1.431,1.5287,1.071
1.3069,1.3641,1.2694,1.2523,1.1907,1.5325,1.5689,1.4347,1.4413,1.323,1.3065
0,0.0684,0,0,0,0.0645,0.1038,0,0.0676,0,0.0556
2.9323,3.764,3.3161,3.0756,2.9406,3.6035,4.2342,3.8807,3.5031,4.172,3.4429
3.2501,4.266,3.5101,3.0738,3.1947,4.1235,4.5667,4.5785,4.0316,4.4122,3.5766
0.0115,0.0765,0.0367,0.0271,0.0572,0.0802,0.3444,0.2347,0.3021,0.2951,0.2063
0.8374,1.4956,1.3827,1.2649,0.8927,1.6482,1.9814,1.9728,1.881,1.0022,1.4211
1.6202,1.9293,1.7869,1.8976,1.5721,2.0204,2.1926,2.1423,2.1916,1.8894,1.6342
1.5124,2.4096,1.6719,1.9581,1.6786,2.658,2.8856,3.1805,2.3437,3.1284,2.9323
0.133,0.3451,0.2736,0.059,0.2589,0.3852,0.6453,0.6039,0.6173,0.3933,0.3401
1.8493,2.3142,2.1212,1.8475,1.5375,2.5574,3.0136,2.4323,2.7715,3.5789,2.774
0,0.0465,0.0409,0,0,0.0864,0.1374,0.1891,0.1337,0.1309,0.1118
0.7125,1.2894,1.5725,1.3789,0.7249,2.8491,2.6912,3.5657,3.4181,1.8745,2.3891
0,0.1674,0.1478,0.0337,0,0.2531,0.7291,0.1592,0.3849,0.3291,0.1318
4.8388,4.3624,4.0862,4.1386,3.5163,4.8462,5.5683,5.2588,6.166,4.7041,4.9299
3.3739,3.8147,3.8389,3.7248,3.5481,4.559,4.5474,4.9159,4.7238,4.0324,4.8939
4.0704,4.1301,4.3328,4.1085,3.236,4.6631,4.6886,4.3775,4.8627,4.1403,4.3189
5.0202,5.2187,4.9668,4.6069,4.6605,5.2946,5.5764,5.2351,5.8991,5.58,6.1013
3.2812,3.6034,3.1816,3.2128,3.4536,3.967,3.9823,4.4059,4.6634,4.1553,4.3967
1.0563,1.0791,0.6557,0.8633,1.201,1.7174,2.0599,1.8204,2.0297,1.7443,1.9935
0.6712,0.8975,0.6582,0.5293,0.8221,0.9881,1.3844,1.0735,1.1072,0.9842,0.8364
0,0.8112,0.5188,0.5944,0.7405,0.7156,1.8193,0.6882,1.3416,0.8391,1.3385
2.431,3.2566,2.6708,2.4736,2.8953,3.1144,3.6672,3.1472,3.2258,3.4018,3.8251
2.2294,2.7772,2.4688,2.9163,2.4034,2.9143,3.0595,3.0063,2.7522,2.9155,2.7096
5.8687,6.0004,6.0442,6.8137,5.415,6.7081,7.04,7.1529,7.7125,6.9779,6.4352
0,0.0178,0,0,0.0358,0.2882,0.2289,0.1536,0.2678,0.2299,0.2177
3.0567,3.9965,3.5708,3.3396,3.2402,4.2125,4.5249,4.1596,3.8716,4.7133,4.8354
3.564,4.6353,4.2903,4.2829,4.3126,5.0331,4.8605,4.5814,4.6944,4.6302,4.4378
2.9575,3,2.7747,2.9476,2.6887,3.1934,3.1979,3.1168,3.1238,3.2784,2.9324
0.0264,0.6156,0.3964,0.3524,0.1746,0.3829,0.8225,0.8778,0.7226,0.8547,0.3523
3.3808,3.5411,3.0266,3.0216,3.1764,3.6648,4.088,4.3361,3.9451,3.6848,3.9522
2.7686,3.1594,2.7462,2.9432,2.8721,3.7859,3.9203,4.447,4.9337,3.2165,4.4617
0.2582,0.3494,0.2026,0.283,0.1323,0.3193,0.3283,0.4031,0.5217,0.3742,0.2392
1.9639,2.3193,1.9052,1.9167,1.7559,2.9418,3.151,3.6798,3.7701,2.2424,3.8468
0.177,0.6634,0.3955,0.1253,0.5387,1.4217,1.9378,1.0642,0.9786,1.3003,1.5512
0,0.2528,0,0,0,0.3859,0.8543,0.4943,0.3354,0,0.4321
0,0,0,0,0,0.0213,0.0346,0,0.0284,0.0151,0.0186
0,0.9646,0.826,0.6147,0.7743,1.0004,1.3533,0.9533,1.4054,1.3433,0.7999
2.4745,2.7917,2.372,3.2733,2.1628,3.5042,3.7759,4.0708,3.3839,3.6882,3.9397
4.9264,5.0124,4.8111,4.6003,4.6184,5.1495,5.1375,5.1407,5.5798,4.9165,5.4321
1.6104,2.8902,1.7715,1.7662,2.3099,3.2522,3.4843,3.1333,2.7392,3.7813,3.3077
2.1586,3.5925,2.6119,3.503,2.2599,4.26,4.1916,4.6917,4.6858,5.5706,5.9344
0.9707,1.5929,1.0753,1.3726,1.4357,1.5591,2.2713,2.3479,1.9423,2.1333,2.2143
0.2889,0.4602,0.2884,0.4902,0.3126,1.2458,1.5074,1.9611,1.6241,1.1955,1.8571
2.1405,2.8969,2.4999,2.2238,2.3052,3.3786,3.2507,3.6102,4.1096,2.2378,3.6136
0.3701,0.8563,0.8943,0.8663,0.057,0.9946,1.6488,1.1274,0.8709,0.867,0.792
1.9953,2.204,1.8579,2.2526,1.815,2.3397,2.6227,2.4662,2.2672,2.4336,2.0187
5.5606,5.4962,5.2882,5.7457,4.794,5.9786,6.1021,6.1669,6.4186,6.5057,6.6361
0.3945,0.5822,0.3834,0.5409,0.3443,0.6451,0.7014,0.5424,0.7534,0.3668,0.4139
0,0.1691,0,0,0,0.2579,0.1581,0.0782,0.2899,0,0.0866
2.8196,3.4125,3.0823,2.8577,2.9443,3.8688,3.7705,3.4725,3.4611,3.2072,3.0309
0.337,0.3076,0.3439,0.2914,0,0.5305,0.7402,0.4842,0.7588,0.1851,0.6792
0.4454,0.3539,0.6307,0.6412,0.4539,1.8971,2.1811,2.1841,2.271,1.8518,2.4688
0,0.0718,0,0,0.0369,0.1005,0.1089,0.0284,0.071,0.103,0.0592
4.0271,4.8031,4.3066,3.804,4.288,4.693,5.1916,5.5819,5.0068,4.9947,5.0653
2.4186,3.2758,2.8921,2.6865,1.6245,3.0821,3.5014,3.2673,3.042,4.0519,3.2672
1.96,2.6574,2.2062,1.7341,2.0438,2.816,3.3655,3.1192,2.5429,3.0284,2.4426
2.1929,3.1208,2.5081,2.5189,2.5377,3.3314,3.237,3.6982,3.4167,2.621,2.7357
0.5526,1.3378,0.7832,0.3118,0.7605,1.478,1.8882,1.3468,1.3256,0.6041,1.2281
1.9195,2.7381,1.9076,1.6904,2.1891,2.4621,2.5111,2.9228,3.5965,2.5485,2.7022
0.7488,2.2746,1.2988,1.3983,1.2514,2.0916,2.1802,2.4277,1.6792,2.2614,1.6432
0.3357,0.5894,0.1962,0.2814,0.0069,0.3959,0.8316,0.1232,0.5671,0.2765,0.5112
2.1478,2.7081,2.2954,1.9321,2.3787,3.0541,3.1327,3.2976,3.4589,2.2916,2.7191
3.4406,3.8713,3.2514,3.0155,3.3174,3.5512,3.7578,3.4786,3.862,3.5075,3.7504
0.2227,0.3157,0.2057,0.3445,0.146,0.5465,0.7938,0.4243,0.5,0.2661,0.2636
0.9124,1.0242,1.1449,1.1903,0.3474,1.2271,2.1753,1.5702,1.539,1.3207,1.0086
0,2.5355,0.5409,1.9271,0.4804,1.882,1.9211,2.1536,1.5468,1.3241,1.5428
0.2749,0.3619,0.6726,0.485,0.353,0.959,1.1632,0.7527,0.9486,0.6258,0.8439
0.4242,0.4758,0.4864,0.6188,0.3099,1.2055,1.3348,0.8524,0.8179,1.1385,0.8778
2.3812,2.8163,2.6002,2.8201,2.0164,2.6491,3.3316,2.6635,2.8154,2.409,2.8103
0,0,0,0.112,0,0.2561,0.5608,0.1548,0.2676,0.1494,0.3262
0.0819,0.4832,0.2137,0.0921,0.0354,0.2008,0.2595,0.3029,0.4053,0.1913,0.249
0.4862,1.3101,1.1259,1.1308,0.7364,1.2332,1.4107,1.0786,1.3482,0.8632,0.966
1.3248,1.6785,1.3786,1.0653,0.8826,1.3662,2.0253,1.4281,1.665,1.4693,1.1849
3.336,3.4442,3.1841,3.4587,3.228,4.1458,4.0783,4.4073,4.9067,4.8207,4.5826
0.1777,0.2699,0.1005,0.08,0.4951,0.8755,1.2019,0.8459,1.2138,1.0631,0.6859
0,0,0,0,0,0.0268,0.0434,0,0.0281,0.019,0.0233
1.3159,2.6815,2.1891,2.1075,1.327,2.8738,2.2299,2.4907,2.4485,2.9014,2.3713
1.4824,2.5307,1.8968,1.3343,1.8126,2.2246,2.2937,2.4386,2.3061,2.5476,2.3792
1.8651,2.675,1.9888,1.9787,1.842,3.6191,3.5955,3.7478,3.911,1.5332,3.7418
0.7823,1.1679,0.7117,0.838,0.6951,1.278,1.266,1.2455,1.687,0.5513,1.0904
2.5343,3.1088,2.4715,2.9189,2.8101,3.1152,2.9135,3.1594,3.3686,3.3567,3.2125
0.0575,0.7068,0.1121,0.1123,0.2614,0.9517,1.3316,1.4132,1.4582,0,0.5689
0,0.6803,0.179,0.0402,0,0.6482,0.7602,0.2899,0.3759,0,0.6047
0,0.3158,0.2424,0.0832,0,0.4223,0.8719,0.2111,0.234,0.316,0.4057
0,0.5608,0,0,0,0.9671,0.7902,0.1119,0.5552,0.4856,0.1026
0,0.8666,0.0525,0,0.1545,0.3897,1.0204,0.1846,0.4064,0.3088,0.7583
2.244,2.6106,2.1944,2.3525,2.4501,2.7005,2.6817,2.9042,3.0583,2.7756,3.2198
0,0.3143,0,0,0.0842,0.8717,0.8238,1.2482,0.9493,1.2938,1.0109
0.1364,0.3018,0.2452,0.3064,0.1591,0.9178,1.4295,0.7608,0.5068,0.8197,0.7363
3.7918,4.5535,4.6161,3.6273,3.7014,4.4636,5.3014,4.8237,4.64,5.2851,5.0538
0.0214,0.0853,0.104,0.0399,0.0963,0.2099,0.2331,0.1358,0.2072,0.0923,0.1875
1.9106,2.5375,2.347,2.3735,1.7478,2.4721,2.3643,2.2232,2.5508,2.1379,2.3732
0.2363,1.9238,0.6674,0.9629,1.0156,0.9613,1.4415,1.215,1.8237,1.8449,1.2476
0.2921,1.3907,0.5642,0.8751,0.4601,1.382,1.498,0.9578,0.673,0.968,0.9632
1.2345,2.1461,0.5929,0,0,3.3557,4.1438,0.8925,3.2106,5.0571,2.5494
0.3917,0.8434,0.5814,0.9306,0.3607,0.9126,0.8869,1.0563,1.2284,0.7891,1.5185
0.5105,1.1009,0.956,0.6679,0.4958,2.1526,1.7958,2.0702,1.3844,1.8649,2.1735
1.0036,1.2116,0.7934,0.962,0.9038,1.3129,1.7973,1.4637,1.1843,1.0087,1.2084
2.6696,3.1669,2.7107,1.9743,2.7102,3.7255,3.91,3.6708,3.9854,4.4328,4.347
1.0923,1.4271,1.1829,0.8388,1.2945,1.3261,1.7145,1.6311,1.7666,1.3987,1.7491
0,0.1487,0.147,0.0398,0.1024,0.1295,0.3748,0.0948,0.2804,0.2816,0.1996
0.1003,0.074,0.045,0.072,0.0439,0.4683,1.4464,0.6607,0.6088,0.7783,0.8984
0.2547,0.3673,0.3645,0.4599,0.0522,0.5069,0.5979,0.6351,0.6478,0.2351,0.4178
0.915,1.7543,1.6105,1.413,1.0458,1.7854,2.0493,2.074,1.7623,1.86,2.6714
0,0.6958,0.2632,0.1653,0.353,1.4429,1.4579,0.9051,0.7879,1.6686,0.9337
3.0754,2.694,1.9895,2.8727,2.3832,3.7994,4.1141,3.8366,3.8931,3.372,2.9828
1.4852,1.7565,1.7424,1.0921,1.1271,1.9928,2.5992,1.9562,1.7916,2.35,2.0399
2.8303,2.9315,2.6,2.3748,2.4279,3.3031,3.5183,3.5988,3.8228,2.4479,3.4031
1.3483,2.156,1.5051,1.5711,1.8673,2.2834,2.9147,3.0811,2.6541,3.3688,2.3752
1.0407,1.619,1.2321,1.1983,0.9839,2.0946,2.5648,2.2328,1.7498,1.0413,1.5062
2.8596,3.0969,2.9095,2.8101,2.9448,3.5967,3.3891,3.5883,3.5047,3.7537,3.3982
3.9588,4.1806,3.4237,3.8323,3.7261,4.0067,4.109,4.1806,4.4341,3.956,3.9081
1.3089,1.3041,1.225,1.6622,0.9361,1.6759,2.0001,1.5112,1.5378,1.5244,1.7549
0.1789,0.4899,0.1365,0.2173,0.1166,0.6425,0.552,0.5039,0.5756,0.2607,0.0949
2.6858,3.1899,2.8624,2.6861,2.5583,3.3251,3.9736,3.3116,2.9474,3.8286,3.3012
0.9031,0.6721,0.8084,0.8909,0.6442,1.9174,2.1866,2.2288,2.5528,1.02,1.5527
0,0.0824,0,0,0,0,0.1166,0.0614,0.0815,0,0.0233
2.7874,3.0281,2.7966,2.7254,2.6287,3.111,3.1825,3.0215,3.6591,3.7984,3.2499
0,0.0077,0,0,0,0.0155,0.0661,0.0124,0.0405,0,0.0451
0.8667,0.9321,0.8194,1.8123,1.3766,2.0647,2.5486,2.4119,2.7971,2.0373,2.2394
0,0.2344,0.3043,0.3776,0.0982,0.5856,0.7018,0.3116,0.4297,0.3592,0.7091
4.2458,4.9015,4.5637,4.9127,4.5618,4.6683,4.863,4.7095,4.9554,4.8836,5.0287
0.2702,0.4832,0.1906,0.263,0.1521,0.393,0.5494,0.4563,0.3903,0.7328,0.5852
0.3903,0.672,0.6631,0.9083,0.5489,1.8704,2.7299,1.9502,1.2722,2.0821,2.1352
0,0,0,0,0,0.0479,0.0773,0.0377,0.0502,0.0731,0.021
1.2723,2.8732,1.5386,2.2093,1.723,2.6059,2.8098,3.3344,3.4499,3.7178,4.7435
0.5262,0.9421,1.0271,0.2849,0.7739,1.2695,1.5747,1.5208,1.9921,0.8905,1.089
2.7404,3.6975,3.1134,2.6854,2.9414,3.4879,4.0569,3.7572,3.0998,3.5661,3.6399
0.4292,1.165,0.8112,0.637,0.775,1.5319,2.4988,1.4278,1.0694,2.0758,1.6025
1.761,3.5376,2.5586,2.5681,2.7455,2.9758,3.0755,3.6984,3.39,3.5249,3.4494
0.1032,0.1481,0.0849,0.0509,0.0227,0.1589,0.4159,0.138,0.1455,0.2232,0.2562
0,0.1218,0,0.0583,0,0.0708,0.1152,0.0558,0.1401,0.188,0.2328
2.4497,2.7375,1.8924,2.7522,1.7089,3.1994,4.5061,3.5067,3.4026,1.9012,2.6483
0.2567,0.1672,0.147,0.2764,0.0661,0.4717,0.5273,0.62,0.4898,0.3765,0.3809
1.3576,1.84,1.5826,1.6689,1.9248,1.9351,2.366,1.9889,1.9844,2.0398,2.0058
0.8246,1.4472,0.983,1.5816,0.6873,2.3227,2.497,2.6873,2.717,0.5089,2.0397
0,0.2182,0.0998,0.0012,0.2214,0.2612,0.3633,0.3185,0.2859,0.2572,0.2867
0,0.1005,0.1343,0.0893,0,0.1802,1.5913,0.9839,1.0431,0.8532,0.349
3.2685,3.8239,3.457,3.4709,3.6177,3.8287,4.3671,3.8794,3.647,3.8739,4.188
1.3427,2.0444,1.6969,1.7231,1.4146,2.0024,2.1412,2.0409,1.7851,1.6427,2.4259
2.4559,3.0484,2.2081,2.8221,2.6781,2.9491,3.4652,3.0026,2.9098,3.5059,2.9157
0.3886,0.5079,0.3736,0.377,0.6377,0.768,1.053,0.9339,1.1729,0.9282,0.6045
0.9371,0.9699,0.9982,1.06,0.9754,1.4236,1.5014,1.5069,1.3173,1.3551,1.5563
0.9272,1.2326,1.5283,1.1851,0.8713,1.9815,2.6656,2.8563,3.3691,1.0294,2.0831
0,0.0941,0.0626,0.0368,0.0245,0.3972,0.3318,0.247,0.7795,0.6759,0.4572
1.1907,1.8808,1.3553,1.4055,1.4154,1.6999,1.8482,1.5762,1.7524,1.186,1.6099
0.1877,0.4655,0.1863,0.1477,0.3402,0.6854,1.0788,0.5879,0.634,0.4869,1.1935
3.2619,3.4009,3.0925,3.1278,3.1327,3.4495,3.6667,3.4256,3.2674,3.4284,3.2835
2.9476,3.7784,3.3851,3.5401,3.6268,4.1729,4.3465,4.0269,3.9154,4.341,3.557
0,0.1043,0,0,0,0.0984,0.2202,0,0.1993,0,0
4.2073,3.7076,3.8808,3.5511,3.8376,5.2273,5.5692,5.2036,5.8699,5.7815,5.4542
0.0679,0.1465,0.0875,0.1432,0.1279,0.8573,1.3762,1.2855,1.0366,0.2271,1.2849
0.0102,0.1561,0.2649,0.3715,0,0.4009,0.4649,0.3941,0.4689,0.5476,0.2553
2.4708,3.8326,3.2228,2.6188,3.5862,4.3088,4.2602,4.3298,4.3021,4.3639,5.0753
4.4029,4.7321,4.2621,4.1171,3.1275,4.8165,4.9906,5.3479,4.5308,5.0803,4.8295
0.043,0.2096,0,0,0,0.2878,0.7825,0,0.3884,0,0.38
4.3506,4.6133,4.1366,4.2998,3.7135,4.7595,4.6121,4.5533,5.1245,5.4543,5.3382
0.1022,0.3207,0.1415,0.0668,0.1292,0.4125,1.1947,0.6131,0.437,0.4866,1.0164
0.4029,0.1802,0.097,0.3027,0.0025,0.5874,0.713,0.5595,0.9912,0.6567,0.2791
0.2873,0.6404,0.1269,0.4191,0.3233,0.2782,0.8329,0.5551,0.5711,0.8202,0.7333
2.4322,2.7876,2.4097,3.1475,2.1897,3.7133,3.9305,4.5584,5.1994,4.6719,5.9456
3.9789,4.7014,4.3282,3.6913,3.4251,4.3757,4.5338,4.4009,4.3498,3.9628,4.4338
0,0.432,0.0841,0.1824,0,0.2195,0.4875,0.0902,0.4238,0.6232,0.0997
0.0333,0.0823,0.0537,0.0163,0,0.0776,0.2086,0.0907,0.0644,0.0892,0.0539
2.1019,2.683,2.2355,1.9131,2.4463,2.4332,3.1525,2.7787,2.8597,3.0089,3.3195
0.0434,0.0807,0.0707,0.3037,0.0551,0.5553,0.953,0.7959,0.9322,1.1534,1.2985
3.7166,4.4949,3.6679,3.6486,3.3448,4.1297,4.2899,4.5765,3.9844,4.3249,3.787
2.7916,2.5302,2.6279,2.2308,2.3938,3.2489,3.7462,3.9472,4.216,3.4939,4.2698
0,0.1392,0,0.2418,0.1413,0.0889,0.3908,0.1696,0.5198,0.3159,0.321
2.8557,2.8905,2.4172,2.6204,2.1496,3.113,3.3916,3.5053,3.1655,2.7973,2.5822
0.0576,0.0246,0.0216,0,0,0.1156,0.1451,0.0975,0.2461,0.0546,0.1981
0.9774,0.9489,0.8759,0.6301,1.0408,1.4511,1.8872,1.696,1.7883,1.1086,1.3293
0,0,0,0,0,0.1395,0.5536,0.3081,0.5239,0,0.1223
1.0651,1.4541,1.1989,1.3565,0.7962,1.3653,1.6287,1.5299,1.7661,0.9912,1.0343
2.5009,2.627,2.2907,2.8603,2.5901,2.7684,3.0209,2.7744,3.0661,2.8785,2.6162
0.3745,1.0533,1.1636,0.6666,0.5885,1.742,1.3588,1.3082,1.1675,1.4031,1.18
3.7995,4.3242,3.8062,4.0134,4.271,4.7083,4.8331,5.3591,5.8999,4.2082,5.3777
0,1.2362,0,0,0.6826,1.1683,2.5028,1.7519,1.1622,2.5712,2.5233
3.2527,3.1291,3.0817,3.0988,2.7926,3.4633,3.4481,3.5537,3.7653,3.8663,3.7266
0.8317,1.9645,1.5289,1.4863,1.5989,2.0191,2.579,2.9775,2.2813,1.7136,1.7626
1.7177,2.0264,1.6013,1.911,1.7332,2.2631,2.1772,2.0639,1.8721,1.8465,1.9849
0,0.5082,0,0,0.5149,1.3731,1.1995,1.3466,3.224,0.6889,1.2538
1.325,0.9051,1.0794,1.2166,0.8983,2.422,2.7021,2.7573,3.0173,1.353,1.9434
0.1439,1.0989,0.5931,0.3805,0.4116,1.2542,3.0145,1.6472,0.8115,1.6908,1.0442
